Last Report Year,NTD ID,UZA,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,Reporting Module,City,State,Census Year,UZA Name,UACE Code,UZA Area SQ Miles,UZA Population,2022 Status,Mode,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2022,23,14,23,City of Seattle (SMS),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,MG,194997,66816,,,,244355,,,,,1048799,0,0,0,602000,934803,0,1990528,478759,556649,573677,558692,168959,510908,206646,223180,882896,408231,1587614,5520007,1679684
2022,23,14,23,City of Seattle (SMS),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,OR,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
2022,24,24,24,Clark County Public Transportation Benefit Area Authority (C-TRAN),Active,Full Reporter,Urban,Vancouver,WA,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,
2022,24,24,24,Clark County Public Transportation Benefit Area Authority (C-TRAN),Active,Full Reporter,Urban,Vancouver,WA,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,DR,39316,339108,713401,35815,196366,1687632,187900,,,,0,352676,422684,0,836298,1166037,609912,306658,850652,0,0,0,0,0,1382415,320952,1098745,2294445,548931,0,0
2022,24,24,24,Clark County Public Transportation Benefit Area Authority (C-TRAN),Active,Full Reporter,Urban,Vancouver,WA,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,MB,581662,699419,471241,10172571,7096674,4678842,2013782,8191857,4004121,4363432,1067009,13172290,5048426,2571721,3882229,11026140,14800292,5277576,6225319,650857,516649,646443,7860006,10320359,61644907,9953152,24291868,7845879,6419054,7138077,27160043
2022,24,24,24,Clark County Public Transportation Benefit Area Authority (C-TRAN),Active,Full Reporter,Urban,Vancouver,WA,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,RB,,,,,,,,,,,,,,,,,,,,769837,1119246,528921,0,0,,,,,,,
2022,24,24,24,Clark County Public Transportation Benefit Area Authority (C-TRAN),Active,Full Reporter,Urban,Vancouver,WA,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,VP,,3832,,,,,,,,,0,0,0,0,,,198010,454646,0,0,90622,193581,230643,113900,0,0,318561,31288,0,0,0
2022,25,156,25,Salem Area Mass Transit District (SAMTD or SKT),Active,Full Reporter,Urban,Salem,OR,2020,"Salem, OR",78229,72.68,268331,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,564676,422118,636160,891558,1242364,0,491652,181618,324433,7343,160255,1241211,434931,0,251666,360
2022,25,156,25,Salem Area Mass Transit District (SAMTD or SKT),Active,Full Reporter,Urban,Salem,OR,2020,"Salem, OR",78229,72.68,268331,Existing 2022,MB,1348128,,337648,57102,29785,3210249,1232562,2527712,807967,707707,397092,3879168,3794964,1358219,3886397,671361,6425603,2203207,1261865,7011233,2846644,4585085,5333957,600946,1536115,641949,976205,12700122,5831508,2254255,3153699
2022,25,156,25,Salem Area Mass Transit District (SAMTD or SKT),Active,Full Reporter,Urban,Salem,OR,2020,"Salem, OR",78229,72.68,268331,Existing 2022,VP,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,7896,0,0,0,0,0
2022,26,#N/A,0T26,Bristol Bay Native Association (BBNA),Active,Reduced Reporter,Tribe,Dillingham,AK,2010,Alaska Non-UZA,2,0,359299,Existing 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
2022,27,#N/A,0T27,Confederated Tribes of Siletz Indians (CTSI),Active,Reduced Reporter,Tribe,Siletz,OR,2010,Oregon Non-UZA,41,0,1553447,Existing 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
2022,28,14,28,County of Pierce,Active,Full Reporter,Urban,Tacoma,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,FB,247392,3187387,2754417,369474,127200,5849379,1012415,61463,5152,172731,21523,100203,1631386,2924642,10433163,183660,0,152960,32754,199825,1021207,110556,844814,677398,534713,867668,2659591,217853,384170,0,1114725
2022,29,14,29,Snohomish County Public Transportation Benefit Area Corporation (Community Transit),Active,Full Reporter,Urban,Everett,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,8102977,105335,155321,293503,25521303,5542375,27240205,1210433,21407358,876799,13214652,7148519
2022,29,14,29,Snohomish County Public Transportation Benefit Area Corporation (Community Transit),Active,Full Reporter,Urban,Everett,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,DR,,,,,860598,1501600,75667,1065118,,598916,2919,3117812,151983,151744,644474,670092,0,2844597,749485,930458,0,3516,1154534,1120738,1094402,916929,0,1219056,106535,1265035,0
2022,29,14,29,Snohomish County Public Transportation Benefit Area Corporation (Community Transit),Active,Full Reporter,Urban,Everett,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,MB,912074,727372,1154400,6922830,726157,3254021,15623678,4227640,10661710,747297,108826,16545690,6048530,24203219,4961622,19783798,32169943,34076340,27560252,16583664,5924129,17553391,7576398,11107058,18267927,32721097,51792556,28872884,30484247,45184393,42103335
2022,29,14,29,Snohomish County Public Transportation Benefit Area Corporation (Community Transit),Active,Full Reporter,Urban,Everett,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,VP,,383818,14180,937214,838065,121000,94165,,578297,,0,847392,14132,804491,2184248,2719994,1125301,460101,3414,745513,1041134,460876,2059086,2432,2577327,1615402,2434961,1861836,249640,0,0
2022,30,#N/A,0T30,Chickaloon Native Village (CATs),Active,Reduced Reporter,Tribe,Palmer,AK,2020,Alaska Non-UZA,2,0,359299,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,53468,0
2022,30,#N/A,0T30,Chickaloon Native Village (CATs),Active,Reduced Reporter,Tribe,Palmer,AK,2020,Alaska Non-UZA,2,0,359299,Existing 2022,OT,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,31,#N/A,0T31,Shoshone-Bannock Tribes  (SBTDOT),Active,Reduced Reporter,Tribe,Fort Hall,ID,2020,Idaho Non-UZA,16,0,836252,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,89628,89160,280000,0,0,0
2016,32,#N/A,,Skokomish Indian Tribe ,Inactive,Reduced Reporter,,,WA,2010,Washington Non-UZA,53,0,1895776,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2016,32,#N/A,,Skokomish Indian Tribe ,Inactive,Reduced Reporter,,,WA,2010,Washington Non-UZA,53,0,1895776,Pre 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,33,14,0R03-021,Senior Services of Snohomish County (Senior Services),Active,Rural Reporter,Rural,Lynnwood,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,DR,45256,47372,91735,53310,,,,,,,0,0,0,0,90752,,,,,,,,,0,0,296180,115270,33000,0,0,168191
2022,34,213,34,Rogue Valley Transportation District (RVTD),Active,Full Reporter,Urban,Medford,OR,2020,"Medford, OR",55981,63.02,171640,Existing 2022,DR,,,,112658,,,,,,207602,0,32414,0,231147,436784,75670,0,0,86682,186370,0,93273,1617628,0,196815,0,632231,0,1233799,341541,300788
2022,34,213,34,Rogue Valley Transportation District (RVTD),Active,Full Reporter,Urban,Medford,OR,2020,"Medford, OR",55981,63.02,171640,Existing 2022,MB,58995,92493,1046885,2347214,18500,240427,396452,321304,112717,,39648,0,406507,3464262,739903,208372,31758,39713,2185683,1580357,1035173,1774532,406613,2199863,201591,675280,1581040,1871068,8546710,4309187,7010519
2022,35,14,35,Washington State Ferries (WSF),Active,Full Reporter,Urban,Olympia,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,FB,42667205,59146309,83135471,69549733,84506982,127184018,96236062,119469784,107310196,51881470,76353751,84238568,70450011,108415105,90289817,94050826,65414130,91867055,131520749,157900621,83856489,150644754,134927816,123529056,177666253,152955172,185749696,169132241,158629065,130819946,128799663
2022,36,#N/A,0T36,Makah Tribal Council,Active,Reduced Reporter,Tribe,Neah Bay,WA,2020,Washington Non-UZA,53,0,1895776,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,92817,0,0,0,0
1998,38,#N/A,38,"Community and Rural Transportation, Inc. ",Inactive,Full Reporter,,Idaho Falls,ID,1990,"Idaho Falls, ID",40996,41.26,105132,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,38,#N/A,38,"Community and Rural Transportation, Inc. ",Inactive,Full Reporter,,Idaho Falls,ID,1990,"Idaho Falls, ID",40996,41.26,105132,Pre 2022,MB,,,,74174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,40,14,40,Central Puget Sound Regional Transit Authority (ST),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,73706112,41264168,23526085,36841732,82066220,98260373,119070766,36858185,1613313,50657426,472434,553318
2022,40,14,40,Central Puget Sound Regional Transit Authority (ST),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,CR,,,,,,,,75258763,89255681,95415602,110608986,199716470,156266264,70727269,94754865,105068937,65306147,68274833,101311797,100389183,120769831,95225000,63925580,65073331,125832223,100890654,36162925,20237211,33480492,53461812,55449399
2022,40,14,40,Central Puget Sound Regional Transit Authority (ST),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,DR,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,,,,,,
2022,40,14,40,Central Puget Sound Regional Transit Authority (ST),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,LR,,,,,,,,62807134,106198209,73794252,119264601,117155810,247714428,436122557,532012381,559334103,438696720,311795443,339251219,404015678,403132444,545174476,712767694,701902099,668744201,1218540043,1374011054,1851402644,1949659860,1730550097,1585595558
2022,40,14,40,Central Puget Sound Regional Transit Authority (ST),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,MB,,,,,,,,74478832,55149294,55394149,45142293,79164220,105414791,93555979,83724987,81976893,55023284,30846795,74876494,0,0,0,0,0,,104915,6890012,60896271,28729604,17841281,49739723
2022,40,14,40,Central Puget Sound Regional Transit Authority (ST),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,3391098,9563596,21906256,14771340,19108211
2022,40,14,40,Central Puget Sound Regional Transit Authority (ST),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,SR,,,,,,,,,,,,,,,,,,,,,1150972,1596179,3118487,3480616,4056852,11623509,23169375,63784545,51641326,58191184,77109360
2022,40,14,40,Central Puget Sound Regional Transit Authority (ST),Active,Full Reporter,Urban,Seattle,WA,2020,"Seattle--Tacoma, WA",80389,982.52,3544011,Existing 2022,TB,,,,,,,,,,,0,0,0,,,,,,,0,0,0,0,0,,,,,,,
2022,41,149,41,Alaska Railroad Corporation (ARRC),Active,Full Reporter,Urban,Anchorage,AK,2020,"Anchorage, AK",2305,91.69,249252,Existing 2022,AR,,,,,,,,,,,6801409,8040518,8506196,8094411,8296598,9803464,9173352,7216433,7262368,7940586,113763676,88423194,58119913,44704359,46546827,52782879,52696326,48620529,48460031,44876129,50082489
2022,41,149,41,Alaska Railroad Corporation (ARRC),Active,Full Reporter,Urban,Anchorage,AK,2020,"Anchorage, AK",2305,91.69,249252,Existing 2022,CR,,,,,,,,,,6185715,,,,,,,,,,0,0,0,0,0,,,,,,,
2018,42,321,42,Targhee Regional Public Transit Authority (TRPTA),Inactive,Reduced Reporter,Urban,Idaho Falls,ID,2010,"Idaho Falls, ID",40996,41.26,105132,Pre 2022,DR,,,,,,,,,,,0,,,,60667,,,0,1022325,12359,347345,0,55738,59409,0,0,0,,,,
2018,42,321,42,Targhee Regional Public Transit Authority (TRPTA),Inactive,Reduced Reporter,Urban,Idaho Falls,ID,2010,"Idaho Falls, ID",40996,41.26,105132,Pre 2022,MB,,,,,,,,,27000,,264765,,,,144408,,,1082352,0,0,0,30830,18892,0,0,0,0,,,,
2022,43,412,43,Chelan Douglas PTBA ,Active,Full Reporter,Urban,Wenatchee,WA,2020,"Wenatchee, WA",93862,32.6,78142,Existing 2022,DR,,,,,,,,,,,,,547141,399953,120137,137753,0,0,0,0,489209,72873,67500,0,0,0,427274,46620,424462,0,957258
2022,43,412,43,Chelan Douglas PTBA ,Active,Full Reporter,Urban,Wenatchee,WA,2020,"Wenatchee, WA",93862,32.6,78142,Existing 2022,MB,,,,,,,,,,,,,1298025,1504818,328017,1265282,1339000,487110,5534092,481559,699033,707714,2237695,1020698,989562,4105896,3588523,8785010,2342015,6749547,1931776
2022,43,412,43,Chelan Douglas PTBA ,Active,Full Reporter,Urban,Wenatchee,WA,2020,"Wenatchee, WA",93862,32.6,78142,Existing 2022,VP,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,,,,,,
2022,44,435,44,Skagit Transit (SKT),Active,Full Reporter,Urban,Burlington,WA,2020,"Mount Vernon, WA",60490,30.66,66825,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,,0,929793,971249,0,0,46044,544564,43505,2779965,0,0
2022,44,435,44,Skagit Transit (SKT),Active,Full Reporter,Urban,Burlington,WA,2020,"Mount Vernon, WA",60490,30.66,66825,Existing 2022,DR,,,,,,,,,,,,,309454,128502,15146,0,406571,290598,780131,15926,309703,906072,137606,486881,564883,0,916086,246489,1415668,55325,35621
2022,44,435,44,Skagit Transit (SKT),Active,Full Reporter,Urban,Burlington,WA,2020,"Mount Vernon, WA",60490,30.66,66825,Existing 2022,MB,,,,,,,,,,,,,77693,1198005,2473338,1084493,1585133,4611871,2092033,1573419,1231184,744063,1014458,5854751,1668195,3003663,771207,4718338,2584554,2705369,2951994
2022,44,435,44,Skagit Transit (SKT),Active,Full Reporter,Urban,Burlington,WA,2020,"Mount Vernon, WA",60490,30.66,66825,Existing 2022,VP,,,,,,,,,,,,,186174,168575,365230,91510,205692,729985,0,498093,639353,332811,0,347906,142507,71536,416740,423811,0,0,0
2022,45,425,45,Fairbanks North Star Borough  (MACS),Active,Reduced Reporter,Urban,Fairbanks,AK,2020,"Fairbanks, AK",28549,74.3,71396,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,
2022,45,425,45,Fairbanks North Star Borough  (MACS),Active,Reduced Reporter,Urban,Fairbanks,AK,2020,"Fairbanks, AK",28549,74.3,71396,Existing 2022,DR,,,,,,,,,,,,,0,196549,473980,54357,0,0,105792,382282,0,111603,32803,107891,0,292982,108648,172807,10364,463060,540636
2022,45,425,45,Fairbanks North Star Borough  (MACS),Active,Reduced Reporter,Urban,Fairbanks,AK,2020,"Fairbanks, AK",28549,74.3,71396,Existing 2022,MB,,,,,,,,,,,,,15000,39933,1767996,80381,2912283,0,0,0,227739,667315,1609716,521237,276701,151721,307842,396300,42603,758906,913579
2022,45,425,45,Fairbanks North Star Borough  (MACS),Active,Reduced Reporter,Urban,Fairbanks,AK,2020,"Fairbanks, AK",28549,74.3,71396,Existing 2022,VP,,,,,,,,,,,,,,,,,,,,168556,40192,0,0,0,,,,,,,
2022,46,24,46,City of Wilsonville (SMART),Active,Full Reporter,Urban,Wilsonville,OR,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,DR,,,,,,,,,,,796240,153211,50286,0,0,0,605,4266,0,120981,303180,271921,136716,231348,71399,39231,0,0,0,12454,422093
2022,46,24,46,City of Wilsonville (SMART),Active,Full Reporter,Urban,Wilsonville,OR,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,MB,,,,,,,,,,,0,0,365259,2246424,121185,798458,1477566,1274040,1074866,478150,2028971,1819779,667493,1129523,348596,780991,206082,2259164,184839,287316,1251518
2022,46,24,46,City of Wilsonville (SMART),Active,Full Reporter,Urban,Wilsonville,OR,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,VP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,47,436,47,City of Corvallis (CTS),Active,Reduced Reporter,Urban,Corvallis,OR,2020,"Corvallis, OR",20422,17.45,66791,Existing 2022,DR,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,
2022,47,436,47,City of Corvallis (CTS),Active,Reduced Reporter,Urban,Corvallis,OR,2020,"Corvallis, OR",20422,17.45,66791,Existing 2022,MB,,,,,,,,,,,,,,,,,,690276,1002657,18358,17798,787344,1191732,368345,15991,839237,549624,64310,447338,1214810,442341
2022,48,#N/A,48,City of Lewiston (Lewiston Transit System),Active,Reduced Reporter,Urban,Lewiston,ID,2020,"Lewiston, ID--WA",49312,27.93,54798,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,0,0,0,9489,0,0,0,0,0,0,0,198517
2022,48,#N/A,48,City of Lewiston (Lewiston Transit System),Active,Reduced Reporter,Urban,Lewiston,ID,2020,"Lewiston, ID--WA",49312,27.93,54798,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,0,0,21399,243194,883602,434350,129535,248036,0,14790,254611,309759
2015,49,149,49,"vRide, Inc. - Anchorage ",Inactive,Full Reporter,,Anchorage,AK,2010,"Anchorage, AK",2305,91.69,249252,Pre 2022,VP,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,50,344,50,"City of Bend, Bend Area Transit (BAT)",Inactive,Reduced Reporter,,Bend,OR,2010,"Bend, OR",6868,42.41,106988,Pre 2022,DR,,,,,,,,,,,,,,,,490466,118326,0,296431,4300,,,,,,,,,,,
2011,50,344,50,"City of Bend, Bend Area Transit (BAT)",Inactive,Reduced Reporter,,Bend,OR,2010,"Bend, OR",6868,42.41,106988,Pre 2022,MB,,,,,,,,,,,,,,,,0,11200,489174,154935,6188,,,,,,,,,,,
2022,51,#N/A,51,Asotin County (PTBA),Active,Reduced Reporter,Urban,Clarkston,WA,2020,"Lewiston, ID--WA",49312,27.93,54798,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,0,144635,0,0,0,0,0,84853,0,238347,0,0
2022,51,#N/A,51,Asotin County (PTBA),Active,Reduced Reporter,Urban,Clarkston,WA,2020,"Lewiston, ID--WA",49312,27.93,54798,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,0,0,0,278781,669,0,272556,0,191309,0,0,119652
2022,51,#N/A,51,Asotin County (PTBA),Active,Reduced Reporter,Urban,Clarkston,WA,2020,"Lewiston, ID--WA",49312,27.93,54798,Existing 2022,VP,,,,,,,,,,,,,,,,,,,,,0,78129,0,0,0,103658,0,101350,103269,0,0
2012,52,24,52,Metro (Metro),Inactive,Reduced Reporter,,Portland,OR,2010,"Portland, OR--WA",71317,519.3,2104238,Pre 2022,VP,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,
2022,53,304,53,Coeur d'Alene Tribe (Citylink),Active,Reduced Reporter,Tribe,Plummer,ID,2020,"Coeur d'Alene, ID",18451,46.76,121831,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,78925,0,45612,0,158220,0
2022,53,304,53,Coeur d'Alene Tribe (Citylink),Active,Reduced Reporter,Tribe,Plummer,ID,2020,"Coeur d'Alene, ID",18451,46.76,121831,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,50090,240798,289786,71637,0,517671,814473,145414
2015,54,14,54,King County Ferry District (KCFD),Inactive,Full Reporter,,Seattle,WA,2010,"Seattle--Tacoma, WA",80389,982.52,3544011,Pre 2022,FB,,,,,,,,,,,,,,,,,,169613,215103,986265,4550976,734880,9729695,4972362,,,,,,,
2022,55,#N/A,55,Kootenai County (KC),Active,Reduced Reporter,Urban,Coeur D Alene,ID,2020,"Coeur d'Alene, ID",18451,46.76,121831,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2221194,648374,68065,1053702
2022,55,#N/A,55,Kootenai County (KC),Active,Reduced Reporter,Urban,Coeur D Alene,ID,2020,"Coeur d'Alene, ID",18451,46.76,121831,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,0,0,620930,0,0,,,,,,
2012,56,#N/A,56,Port of Kingston (POK),Inactive,Full Reporter,,,WA,2010,Non-UZA,,0,0,Pre 2022,FB,,,,,,,,,,,,,,,,,,,,,53956,,,,,,,,,,
2022,57,344,57,Central Oregon Intergovernmental Council (Cascades East Transit),Active,Full Reporter,Urban,Bend,OR,2020,"Bend, OR",6868,42.41,106988,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,,1009860,157334,0,11314,464305,125229,1021638,13217,492960,522605,634638
2022,57,344,57,Central Oregon Intergovernmental Council (Cascades East Transit),Active,Full Reporter,Urban,Bend,OR,2020,"Bend, OR",6868,42.41,106988,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,500563,212471,0,80000,696037,50449,85000,0,88200,11620,430383
2022,57,344,57,Central Oregon Intergovernmental Council (Cascades East Transit),Active,Full Reporter,Urban,Bend,OR,2020,"Bend, OR",6868,42.41,106988,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,0,0,0,344428,1027136,176428,1816987,32479,363991,1105452,522446
2022,58,24,58,City of Portland (PBOT),Active,Full Reporter,Urban,Portland,OR,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,SR,,,,,,,,,,,,,,,,,,,,,35034913,7386925,7989588,6660109,881524,62945,162665,1551747,1425921,169895,27887
2022,58,24,58,City of Portland (PBOT),Active,Full Reporter,Urban,Portland,OR,2020,"Portland, OR--WA",71317,519.3,2104238,Existing 2022,TR,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
2022,59,#N/A,59,Josephine County (JCT),Active,Reduced Reporter,Urban,Grants Pass,OR,2020,"Grants Pass, OR",34516,30.42,55724,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,83914,46263,707355,394353,0
2022,59,#N/A,59,Josephine County (JCT),Active,Reduced Reporter,Urban,Grants Pass,OR,2020,"Grants Pass, OR",34516,30.42,55724,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,42211,6658,0,211769
2022,59,#N/A,59,Josephine County (JCT),Active,Reduced Reporter,Urban,Grants Pass,OR,2020,"Grants Pass, OR",34516,30.42,55724,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,427307,0,0,0,907297,306000,67132,56076,709618,394353,0
2022,60,#N/A,60,The Tulalip Tribes of Washington (TTT),Active,Reduced Reporter,Tribe,Tulalip,WA,2020,Washington Non-UZA,53,0,1895776,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,120513,0,0
2022,61,#N/A,61,City of Albany (ATS),Active,Reduced Reporter,Urban,Albany,OR,2020,"Albany, OR",955,23.05,62074,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,0,0,80118,0,0,0,0,0,137786,0,61444
2022,61,#N/A,61,City of Albany (ATS),Active,Reduced Reporter,Urban,Albany,OR,2020,"Albany, OR",955,23.05,62074,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,0,0,5000,763570,5000,0,849505,0,0,2093084,67136
2022,63,#N/A,63,City of Milton-Freewater,Active,Reduced Reporter,Urban,Milton Freewater,OR,2020,Oregon Non-UZA,41,0,1553447,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719555,0,0
2022,63,#N/A,63,City of Milton-Freewater,Active,Reduced Reporter,Urban,Milton Freewater,OR,2020,Oregon Non-UZA,41,0,1553447,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,560,3858,,,
